locus_tag,ftype,length_bp,gene,EC_number,COG,product,strain,functional_category
GIPMOJEJ_02347,CDS,369,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02348,CDS,2181,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02349,CDS,231,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02350,CDS,279,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02351,CDS,1371,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02352,CDS,186,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02353,CDS,1812,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02354,CDS,285,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02355,CDS,141,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02356,CDS,195,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02357,CDS,210,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02358,CDS,444,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02359,CDS,1461,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02360,CDS,2505,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02361,CDS,156,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02362,CDS,174,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02363,CDS,165,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02364,CDS,1401,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02365,CDS,282,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02366,CDS,120,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02367,CDS,1551,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02368,CDS,5256,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02369,CDS,705,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02370,CDS,204,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02371,CDS,93,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02372,CDS,243,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02373,CDS,732,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02374,CDS,189,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02375,CDS,195,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02376,CDS,690,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02377,CDS,321,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02378,CDS,807,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02379,CDS,414,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02380,CDS,219,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02381,CDS,558,apt,2.4.2.7,COG0503,Adenine phosphoribosyltransferase,CP034457,Other
GIPMOJEJ_02382,CDS,681,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02383,CDS,180,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02384,CDS,120,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02385,CDS,162,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02386,CDS,3045,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02387,CDS,1413,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02388,CDS,189,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02389,CDS,201,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02390,CDS,681,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02391,CDS,198,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02392,CDS,147,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02393,CDS,2973,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02394,CDS,186,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02395,CDS,696,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02396,CDS,144,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02397,CDS,288,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02398,CDS,147,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02399,CDS,132,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02400,CDS,222,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02401,CDS,219,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02402,CDS,684,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02403,CDS,225,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02404,CDS,876,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02405,CDS,180,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02406,CDS,261,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02407,CDS,123,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02408,CDS,1095,tadA,3.5.4.33,,tRNA-specific adenosine deaminase,CP034457,Other
GIPMOJEJ_02409,CDS,1134,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02410,CDS,2151,nadE,6.3.5.1,COG0171,Glutamine-dependent NAD(+) synthetase,CP034457,Other
GIPMOJEJ_02411,CDS,189,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02412,CDS,1410,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02413,CDS,912,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02414,CDS,2760,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02415,CDS,225,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02416,CDS,195,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02417,CDS,753,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02418,CDS,108,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02419,CDS,414,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02420,CDS,900,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02421,CDS,309,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02422,CDS,1737,mdtK,,,Multidrug resistance protein MdtK,CP034457,Other
GIPMOJEJ_02423,CDS,207,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02424,CDS,1326,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02425,CDS,2568,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02426,CDS,114,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02427,CDS,1749,hisF,4.3.2.10,,Imidazole glycerol phosphate synthase subunit HisF,CP034457,Metabolism
GIPMOJEJ_02428,CDS,2013,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02429,CDS,174,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02430,CDS,210,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02431,CDS,2184,rnd,3.1.13.5,,Ribonuclease D,CP034457,Other
GIPMOJEJ_02432,CDS,1212,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02433,CDS,120,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02434,CDS,276,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02435,CDS,105,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02436,CDS,174,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02437,CDS,459,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02438,CDS,2733,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02439,CDS,1776,malL,3.2.1.10,COG0366,"Oligo-1,6-glucosidase",CP034457,Other
GIPMOJEJ_02440,CDS,876,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02441,CDS,723,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02442,CDS,729,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02443,CDS,3873,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02444,CDS,255,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02445,CDS,327,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02446,CDS,282,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02447,CDS,144,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02448,CDS,312,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02449,CDS,1224,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02450,CDS,858,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02451,CDS,183,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02452,CDS,3006,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02453,CDS,246,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02454,CDS,105,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02455,CDS,177,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02456,CDS,240,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02457,CDS,6624,carA,6.3.5.5,,Carbamoyl phosphate synthase small chain,CP034457,Metabolism
GIPMOJEJ_02458,CDS,399,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02459,CDS,396,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02460,CDS,1725,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02461,CDS,1530,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02462,CDS,252,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02463,rRNA,117,,,,5S ribosomal RNA,CP034457,Other
GIPMOJEJ_02464,CDS,660,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02465,CDS,369,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02466,CDS,420,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02467,CDS,1155,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02468,CDS,105,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02469,CDS,234,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02470,CDS,909,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02471,CDS,183,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02472,CDS,2007,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02473,CDS,123,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02474,CDS,312,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02475,CDS,129,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02476,CDS,360,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02477,CDS,411,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02478,CDS,438,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02479,CDS,105,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02480,CDS,174,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02481,CDS,825,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02482,CDS,333,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02483,CDS,1101,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02484,CDS,165,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02485,CDS,189,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02486,CDS,1155,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02487,CDS,180,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02488,CDS,201,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02489,CDS,264,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02490,CDS,237,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02491,CDS,1752,lysP_2,,COG0833,Lysine-specific permease LysP,CP034457,Transport
GIPMOJEJ_02492,CDS,294,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02493,CDS,129,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02494,CDS,450,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02495,CDS,1875,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02496,CDS,261,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02497,CDS,417,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02498,CDS,1950,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02499,CDS,1542,nanT_1,,,Sialic acid transporter NanT,CP034457,Transport
GIPMOJEJ_02500,CDS,177,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02501,CDS,1563,nanT_2,,,Sialic acid transporter NanT,CP034457,Transport
GIPMOJEJ_02502,CDS,390,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02503,CDS,1374,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02504,CDS,1560,nanT_3,,,Sialic acid transporter NanT,CP034457,Transport
GIPMOJEJ_02505,CDS,222,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02506,CDS,153,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02507,CDS,477,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02508,CDS,177,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02509,CDS,237,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02510,CDS,171,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02511,CDS,240,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02512,CDS,1818,mdtP_1,,COG0477,Multidrug transporter protein MdtP,CP034457,Transport
GIPMOJEJ_02513,CDS,327,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02514,CDS,177,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02515,CDS,1764,mdtP_2,,COG0477,Multidrug transporter protein MdtP,CP034457,Transport
GIPMOJEJ_02516,CDS,1449,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02517,CDS,327,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02518,CDS,270,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02519,CDS,198,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02520,CDS,300,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02521,CDS,744,coq7,1.14.99.60,COG2941,3-demethoxyubiquinol 3-hydroxylase,CP034457,Other
GIPMOJEJ_02522,CDS,834,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02523,CDS,582,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02524,CDS,213,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02525,CDS,1818,pknD_20,2.7.11.1,,Serine/threonine-protein kinase PknD,CP034457,Regulation
GIPMOJEJ_02526,CDS,135,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02527,CDS,1422,cobB,2.3.1.286,,NAD-dependent protein deacetylase,CP034457,Other
GIPMOJEJ_02528,CDS,147,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02529,CDS,231,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02530,CDS,204,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02531,CDS,1659,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02532,CDS,549,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02533,CDS,417,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02534,CDS,1914,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02535,CDS,2580,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02536,CDS,195,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02537,CDS,150,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02538,CDS,234,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02539,CDS,231,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02540,CDS,177,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02541,CDS,219,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02542,CDS,165,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02543,CDS,189,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02544,CDS,1365,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02545,CDS,147,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02546,CDS,204,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02547,CDS,1179,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02548,CDS,372,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02549,CDS,2562,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02550,CDS,165,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02551,rRNA,112,,,,5S ribosomal RNA,CP034457,Other
GIPMOJEJ_02552,CDS,135,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02553,CDS,1989,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02554,CDS,555,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02555,CDS,1227,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02556,CDS,306,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02557,CDS,123,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02558,CDS,105,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02559,CDS,1008,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02560,tRNA,72,,,,tRNA-Thr(cgt),CP034457,Other
GIPMOJEJ_02561,CDS,2757,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02562,tRNA,75,,,,tRNA-Phe(gaa),CP034457,Other
GIPMOJEJ_02563,tRNA,74,,,,tRNA-Arg(tct),CP034457,Other
GIPMOJEJ_02564,CDS,204,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02565,CDS,1641,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02566,CDS,228,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02567,CDS,261,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02568,CDS,1728,pcnB,2.7.7.19,,Poly(A) polymerase I,CP034457,Other
GIPMOJEJ_02569,CDS,159,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02570,CDS,174,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02571,CDS,4746,aroA,2.5.1.19,,3-phosphoshikimate 1-carboxyvinyltransferase,CP034457,Other
GIPMOJEJ_02572,CDS,216,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02573,CDS,111,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02574,CDS,225,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02575,CDS,165,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02576,CDS,1254,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02577,CDS,237,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02578,CDS,14991,aroK,2.7.1.71,,Shikimate kinase,CP034457,Regulation
GIPMOJEJ_02579,CDS,207,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02580,CDS,726,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02581,CDS,717,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02582,CDS,738,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02583,CDS,1089,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02584,CDS,828,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02585,CDS,114,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02586,CDS,135,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02587,CDS,354,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02588,CDS,243,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02589,CDS,1125,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02590,CDS,354,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02591,CDS,207,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02592,CDS,1008,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02593,CDS,150,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02594,CDS,786,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02595,CDS,168,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02596,CDS,315,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02597,CDS,2568,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02598,CDS,252,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02599,CDS,132,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02600,CDS,231,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02601,CDS,1650,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02602,CDS,744,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02603,CDS,3750,mutS_3,,,DNA mismatch repair protein MutS,CP034457,Other
GIPMOJEJ_02604,CDS,495,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02605,CDS,306,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02606,CDS,183,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02607,CDS,3492,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02608,CDS,378,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02609,CDS,162,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02610,CDS,717,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02611,CDS,1992,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02612,CDS,2298,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02613,CDS,180,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02614,CDS,273,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02615,CDS,288,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02616,CDS,291,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02617,CDS,1710,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02618,CDS,2118,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02619,CDS,909,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02620,CDS,720,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02621,CDS,462,dut,3.6.1.23,COG0756,Deoxyuridine 5'-triphosphate nucleotidohydrolase,CP034457,Other
GIPMOJEJ_02622,CDS,1437,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02623,CDS,246,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02624,CDS,978,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02625,CDS,2046,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02626,CDS,1923,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02627,CDS,348,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02628,CDS,1575,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02629,CDS,150,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02630,CDS,297,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02631,CDS,204,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02632,CDS,1311,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02633,CDS,465,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02634,CDS,267,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02635,CDS,1845,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02636,CDS,195,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02637,CDS,822,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02638,CDS,261,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02639,CDS,1365,tmm,1.14.13.148,COG2072,Trimethylamine monooxygenase,CP034457,Other
GIPMOJEJ_02640,CDS,135,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02641,CDS,543,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02642,CDS,222,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02643,CDS,1965,der,,,GTPase Der,CP034457,Other
GIPMOJEJ_02644,CDS,2916,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02645,CDS,225,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02646,CDS,2238,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02647,tRNA,82,,,,tRNA-Leu(caa),CP034457,Other
GIPMOJEJ_02648,CDS,333,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02649,CDS,324,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02650,CDS,1167,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02651,CDS,1776,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02652,CDS,180,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02653,CDS,2136,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02654,CDS,186,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02655,CDS,1986,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02656,CDS,273,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02657,CDS,216,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02658,CDS,249,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02659,CDS,1452,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02660,CDS,129,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02661,CDS,219,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02662,CDS,90,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02663,CDS,162,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02664,CDS,252,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02665,CDS,300,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02666,CDS,678,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02667,CDS,1107,metI,2.5.1.-,COG0626,Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase,CP034457,Metabolism
GIPMOJEJ_02668,rRNA,117,,,,5S ribosomal RNA,CP034457,Other
GIPMOJEJ_02669,CDS,255,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02670,CDS,2112,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02671,CDS,2040,aspS1,6.1.1.12,COG0173,Aspartate--tRNA(Asp) ligase,CP034457,Metabolism
GIPMOJEJ_02672,CDS,228,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02673,CDS,1554,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02674,CDS,1269,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02675,CDS,111,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02676,CDS,771,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02677,CDS,231,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02678,CDS,1092,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02679,CDS,198,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02680,CDS,264,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02681,CDS,108,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02682,CDS,219,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02683,CDS,174,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02684,CDS,930,ctaG,,,Cytochrome c oxidase assembly protein CtaG,CP034457,Other
GIPMOJEJ_02685,CDS,2970,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02686,CDS,138,,,,hypothetical protein,CP034457,Other
GIPMOJEJ_02687,CDS,162,,,,hypothetical protein,CP034457,Other
